Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,Region,EnglishOccupation
45,60000,1-2 Miles,1,0,0,North America,Skilled Manual
45,60000,0-1 Miles,0,0,0,North America,Skilled Manual
45,60000,1-2 Miles,1,0,0,North America,Skilled Manual
45,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,30000,5-10 Miles,1,1,0,North America,Skilled Manual
58,30000,1-2 Miles,1,1,0,North America,Skilled Manual
52,30000,2-5 Miles,1,1,0,North America,Skilled Manual
40,20000,1-2 Miles,1,2,0,North America,Manual
51,20000,1-2 Miles,0,2,0,North America,Manual
52,30000,2-5 Miles,1,1,0,North America,Clerical
57,30000,2-5 Miles,1,1,0,North America,Clerical
40,30000,2-5 Miles,1,1,0,North America,Clerical
57,40000,0-1 Miles,1,1,0,North America,Clerical
56,40000,0-1 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,0-1 Miles,1,1,0,North America,Clerical
39,40000,0-1 Miles,1,1,0,North America,Clerical
44,80000,0-1 Miles,1,0,0,North America,Skilled Manual
55,40000,0-1 Miles,1,1,0,North America,Clerical
55,40000,1-2 Miles,1,1,0,North America,Clerical
55,40000,0-1 Miles,1,1,0,North America,Clerical
44,40000,1-2 Miles,1,1,0,North America,Clerical
55,40000,1-2 Miles,1,1,0,North America,Clerical
48,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,0-1 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
48,40000,1-2 Miles,1,1,0,North America,Clerical
53,60000,1-2 Miles,1,0,0,North America,Skilled Manual
53,60000,0-1 Miles,1,0,0,North America,Skilled Manual
48,60000,1-2 Miles,1,0,0,North America,Skilled Manual
53,60000,0-1 Miles,1,0,0,North America,Skilled Manual
52,60000,0-1 Miles,0,0,0,North America,Skilled Manual
46,60000,1-2 Miles,1,0,0,North America,Skilled Manual
47,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,60000,0-1 Miles,0,0,0,North America,Skilled Manual
37,20000,0-1 Miles,0,0,1,Europe,Manual
43,20000,2-5 Miles,1,1,1,Europe,Manual
38,30000,1-2 Miles,1,0,0,Europe,Clerical
43,30000,0-1 Miles,1,0,0,Europe,Clerical
43,30000,2-5 Miles,1,0,1,Europe,Clerical
38,40000,0-1 Miles,1,0,0,Europe,Clerical
43,40000,0-1 Miles,1,0,0,Europe,Clerical
37,40000,0-1 Miles,1,0,0,Europe,Clerical
37,40000,0-1 Miles,1,0,0,Europe,Clerical
39,10000,0-1 Miles,1,1,3,Europe,Manual
44,20000,1-2 Miles,0,1,1,Europe,Manual
44,20000,2-5 Miles,1,1,1,Europe,Manual
85,10000,0-1 Miles,1,2,0,Europe,Manual
79,40000,0-1 Miles,1,0,0,Europe,Clerical
44,20000,2-5 Miles,1,1,1,Europe,Manual
44,30000,1-2 Miles,0,0,1,Europe,Clerical
44,30000,0-1 Miles,0,0,1,Europe,Clerical
38,30000,0-1 Miles,0,1,1,Europe,Clerical
38,30000,1-2 Miles,0,1,1,Europe,Clerical
45,10000,0-1 Miles,1,2,5,Europe,Manual
45,20000,2-5 Miles,1,1,1,Europe,Manual
45,20000,2-5 Miles,0,1,1,Europe,Manual
45,20000,0-1 Miles,0,2,1,Europe,Manual
45,20000,0-1 Miles,1,0,2,Europe,Manual
44,40000,0-1 Miles,1,0,0,Europe,Clerical
38,40000,0-1 Miles,1,0,0,Europe,Clerical
45,20000,0-1 Miles,1,0,2,Europe,Manual
40,30000,2-5 Miles,1,1,1,Europe,Clerical
45,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
45,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
40,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
40,20000,0-1 Miles,1,1,2,Europe,Manual
46,20000,0-1 Miles,1,1,2,Europe,Manual
46,20000,0-1 Miles,1,2,2,Europe,Manual
46,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
46,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
47,10000,0-1 Miles,1,2,2,Europe,Manual
36,20000,0-1 Miles,1,1,3,Europe,Manual
78,30000,2-5 Miles,1,1,0,Europe,Skilled Manual
45,40000,0-1 Miles,1,0,0,Europe,Professional
43,30000,0-1 Miles,1,0,2,Europe,Clerical
46,30000,0-1 Miles,1,0,2,Europe,Clerical
46,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
41,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
45,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
41,30000,0-1 Miles,1,2,2,Europe,Clerical
47,30000,0-1 Miles,0,2,2,Europe,Clerical
42,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
37,30000,0-1 Miles,1,2,2,Europe,Clerical
48,30000,0-1 Miles,1,0,3,Europe,Clerical
33,20000,2-5 Miles,0,1,0,Europe,Manual
34,20000,2-5 Miles,1,1,0,Europe,Manual
32,20000,0-1 Miles,1,2,4,Europe,Manual
32,20000,0-1 Miles,1,3,5,Europe,Manual
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
33,30000,0-1 Miles,1,2,3,Europe,Clerical
33,30000,0-1 Miles,1,3,3,Europe,Clerical
34,20000,1-2 Miles,0,1,0,Europe,Manual
34,30000,2-5 Miles,0,1,0,Europe,Clerical
34,30000,2-5 Miles,1,1,0,Europe,Clerical
34,30000,2-5 Miles,0,1,0,Europe,Clerical
34,30000,0-1 Miles,0,1,0,Europe,Clerical
34,30000,2-5 Miles,1,1,0,Europe,Clerical
35,20000,1-2 Miles,0,1,0,Europe,Manual
31,10000,0-1 Miles,0,2,0,Europe,Manual
31,20000,2-5 Miles,1,1,0,Europe,Manual
35,20000,5-10 Miles,0,1,0,Europe,Manual
35,30000,0-1 Miles,0,1,0,Europe,Clerical
36,30000,0-1 Miles,0,1,0,Europe,Clerical
32,20000,2-5 Miles,0,1,0,Europe,Manual
31,20000,0-1 Miles,0,2,0,Europe,Manual
36,30000,0-1 Miles,0,1,0,Europe,Clerical
36,30000,2-5 Miles,0,1,0,Europe,Clerical
36,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
36,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
52,60000,0-1 Miles,0,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
38,50000,1-2 Miles,1,0,0,North America,Skilled Manual
38,50000,0-1 Miles,1,0,0,North America,Skilled Manual
38,50000,0-1 Miles,0,0,0,North America,Skilled Manual
37,50000,0-1 Miles,1,0,0,North America,Skilled Manual
38,50000,1-2 Miles,1,0,0,North America,Skilled Manual
33,50000,1-2 Miles,1,0,0,North America,Skilled Manual
38,50000,1-2 Miles,1,0,0,North America,Skilled Manual
38,50000,0-1 Miles,1,0,0,North America,Skilled Manual
38,60000,0-1 Miles,1,0,0,North America,Skilled Manual
39,40000,1-2 Miles,1,0,0,North America,Skilled Manual
40,40000,10+ Miles,1,3,4,North America,Skilled Manual
39,60000,0-1 Miles,1,0,0,North America,Skilled Manual
40,60000,0-1 Miles,1,0,1,North America,Skilled Manual
35,60000,1-2 Miles,1,0,1,North America,Skilled Manual
39,40000,0-1 Miles,1,0,1,North America,Skilled Manual
39,60000,2-5 Miles,1,0,0,North America,Skilled Manual
33,60000,2-5 Miles,1,0,0,North America,Skilled Manual
38,60000,2-5 Miles,1,0,0,North America,Professional
33,70000,2-5 Miles,1,0,0,North America,Professional
39,70000,0-1 Miles,1,0,0,North America,Professional
38,70000,2-5 Miles,1,0,0,North America,Professional
41,50000,2-5 Miles,1,0,1,North America,Skilled Manual
41,50000,0-1 Miles,1,0,1,North America,Skilled Manual
40,50000,2-5 Miles,1,1,1,North America,Skilled Manual
41,50000,2-5 Miles,1,1,1,North America,Skilled Manual
42,40000,2-5 Miles,1,0,2,North America,Skilled Manual
42,40000,2-5 Miles,1,0,2,North America,Skilled Manual
37,40000,2-5 Miles,1,0,2,North America,Skilled Manual
42,40000,0-1 Miles,0,0,2,North America,Skilled Manual
37,60000,2-5 Miles,1,0,0,North America,Professional
37,60000,2-5 Miles,1,0,0,North America,Professional
42,60000,0-1 Miles,1,0,0,North America,Professional
34,60000,2-5 Miles,1,0,0,North America,Professional
35,60000,0-1 Miles,1,0,0,North America,Professional
35,60000,2-5 Miles,1,0,0,North America,Professional
40,60000,2-5 Miles,1,0,0,North America,Professional
35,70000,2-5 Miles,1,0,0,North America,Professional
40,70000,2-5 Miles,1,0,0,North America,Professional
40,70000,2-5 Miles,1,0,0,North America,Professional
31,60000,0-1 Miles,1,0,0,North America,Professional
42,60000,2-5 Miles,1,0,0,North America,Professional
37,60000,2-5 Miles,1,0,0,North America,Professional
36,60000,2-5 Miles,1,0,0,North America,Professional
41,60000,2-5 Miles,1,0,0,North America,Professional
41,70000,0-1 Miles,1,0,0,North America,Professional
41,70000,2-5 Miles,1,0,0,North America,Professional
40,70000,2-5 Miles,1,0,0,North America,Professional
35,80000,0-1 Miles,1,0,0,North America,Professional
44,70000,2-5 Miles,1,1,2,North America,Skilled Manual
33,70000,2-5 Miles,1,1,2,North America,Skilled Manual
38,70000,2-5 Miles,1,1,2,North America,Skilled Manual
44,70000,2-5 Miles,1,1,2,North America,Skilled Manual
45,60000,0-1 Miles,0,0,3,North America,Skilled Manual
45,60000,2-5 Miles,1,1,3,North America,Skilled Manual
40,60000,0-1 Miles,1,1,3,North America,Skilled Manual
45,60000,2-5 Miles,1,0,0,North America,Professional
40,70000,2-5 Miles,1,0,0,North America,Professional
45,80000,0-1 Miles,1,0,0,North America,Professional
36,60000,2-5 Miles,1,0,0,North America,Professional
42,70000,2-5 Miles,1,0,0,North America,Professional
42,70000,2-5 Miles,1,2,5,North America,Professional
42,70000,0-1 Miles,1,2,5,North America,Professional
42,70000,2-5 Miles,1,2,5,North America,Professional
37,70000,0-1 Miles,0,2,5,North America,Professional
42,80000,0-1 Miles,1,0,0,North America,Professional
46,40000,2-5 Miles,0,1,0,North America,Professional
46,40000,0-1 Miles,0,1,0,North America,Professional
41,40000,2-5 Miles,0,1,0,North America,Professional
40,40000,0-1 Miles,0,1,0,North America,Professional
40,80000,2-5 Miles,1,2,3,North America,Skilled Manual
46,80000,2-5 Miles,1,2,3,North America,Skilled Manual
41,60000,2-5 Miles,1,0,0,North America,Professional
42,40000,2-5 Miles,0,1,0,North America,Professional
47,40000,0-1 Miles,0,1,0,North America,Professional
41,50000,0-1 Miles,0,2,4,North America,Skilled Manual
47,50000,10+ Miles,1,4,4,North America,Skilled Manual
47,50000,5-10 Miles,1,3,5,North America,Skilled Manual
42,50000,5-10 Miles,1,3,5,North America,Skilled Manual
41,50000,0-1 Miles,1,2,2,North America,Skilled Manual
41,50000,2-5 Miles,1,2,2,North America,Skilled Manual
48,60000,0-1 Miles,0,2,2,North America,Skilled Manual
48,60000,0-1 Miles,0,2,2,North America,Professional
31,60000,2-5 Miles,1,2,2,North America,Professional
42,60000,0-1 Miles,1,2,2,North America,Professional
43,60000,0-1 Miles,0,1,0,North America,Professional
43,60000,2-5 Miles,0,1,0,North America,Professional
38,60000,2-5 Miles,1,0,2,North America,Professional
48,60000,2-5 Miles,1,2,2,North America,Professional
47,60000,0-1 Miles,1,3,2,North America,Professional
42,60000,2-5 Miles,1,3,2,North America,Professional
48,60000,0-1 Miles,0,0,2,North America,Professional
49,40000,2-5 Miles,1,2,2,North America,Skilled Manual
43,70000,0-1 Miles,0,1,0,North America,Professional
49,70000,2-5 Miles,1,1,0,North America,Skilled Manual
49,70000,0-1 Miles,1,1,0,North America,Skilled Manual
49,70000,2-5 Miles,1,1,0,North America,Skilled Manual
49,70000,2-5 Miles,1,1,0,North America,Skilled Manual
50,40000,2-5 Miles,1,2,2,North America,Skilled Manual
44,60000,0-1 Miles,0,1,0,North America,Skilled Manual
44,60000,0-1 Miles,1,1,0,North America,Skilled Manual
46,40000,2-5 Miles,1,2,2,North America,Skilled Manual
51,40000,2-5 Miles,1,2,2,North America,Skilled Manual
46,40000,0-1 Miles,1,2,2,North America,Skilled Manual
51,60000,0-1 Miles,1,1,0,North America,Skilled Manual
44,70000,2-5 Miles,0,1,0,North America,Skilled Manual
44,70000,2-5 Miles,0,1,0,North America,Skilled Manual
44,70000,0-1 Miles,0,1,0,North America,Skilled Manual
44,70000,2-5 Miles,0,1,0,North America,Skilled Manual
44,60000,0-1 Miles,0,1,0,North America,Professional
51,60000,2-5 Miles,1,1,0,North America,Skilled Manual
46,60000,2-5 Miles,1,1,0,North America,Skilled Manual
51,60000,2-5 Miles,1,1,0,North America,Skilled Manual
51,60000,2-5 Miles,1,1,0,North America,Skilled Manual
47,60000,2-5 Miles,1,1,0,North America,Skilled Manual
46,60000,2-5 Miles,1,1,0,North America,Skilled Manual
46,60000,0-1 Miles,0,1,0,North America,Skilled Manual
52,60000,0-1 Miles,1,1,0,North America,Skilled Manual
46,60000,0-1 Miles,0,1,0,North America,Skilled Manual
47,60000,2-5 Miles,1,0,3,North America,Professional
46,60000,2-5 Miles,1,0,3,North America,Professional
52,70000,0-1 Miles,1,1,0,North America,Professional
52,70000,10+ Miles,0,3,5,North America,Professional
52,80000,0-1 Miles,1,0,0,North America,Professional
53,60000,0-1 Miles,0,1,2,North America,Professional
42,60000,0-1 Miles,1,1,0,North America,Professional
53,60000,2-5 Miles,1,1,0,North America,Professional
53,60000,0-1 Miles,1,1,0,North America,Professional
53,60000,2-5 Miles,1,1,0,North America,Professional
53,70000,2-5 Miles,1,1,4,North America,Professional
53,70000,0-1 Miles,1,1,4,North America,Professional
36,80000,0-1 Miles,0,1,4,Pacific,Management
32,60000,0-1 Miles,1,1,2,Pacific,Professional
41,80000,0-1 Miles,1,1,4,Pacific,Management
36,80000,0-1 Miles,1,1,4,Pacific,Management
41,80000,0-1 Miles,1,1,4,Pacific,Management
41,90000,0-1 Miles,1,0,0,Pacific,Professional
43,60000,2-5 Miles,1,1,2,Pacific,Professional
43,60000,0-1 Miles,0,1,2,Pacific,Professional
38,70000,10+ Miles,1,3,5,Pacific,Professional
37,70000,10+ Miles,1,3,5,Pacific,Professional
36,110000,0-1 Miles,0,1,0,Pacific,Management
44,70000,10+ Miles,1,4,5,Pacific,Professional
44,70000,10+ Miles,1,4,5,Pacific,Professional
33,70000,10+ Miles,1,4,5,Pacific,Professional
44,80000,0-1 Miles,1,2,5,Pacific,Management
44,80000,0-1 Miles,1,3,5,Pacific,Management
34,80000,0-1 Miles,1,3,5,Pacific,Professional
45,90000,2-5 Miles,0,0,0,Pacific,Professional
40,90000,2-5 Miles,0,0,0,Pacific,Professional
34,90000,1-2 Miles,1,0,0,Pacific,Professional
38,50000,0-1 Miles,1,0,0,North America,Skilled Manual
38,50000,1-2 Miles,0,0,0,North America,Skilled Manual
38,50000,1-2 Miles,0,0,0,North America,Skilled Manual
33,50000,1-2 Miles,1,0,0,North America,Skilled Manual
38,50000,1-2 Miles,1,0,0,North America,Skilled Manual
38,50000,0-1 Miles,1,0,0,North America,Skilled Manual
38,50000,0-1 Miles,1,0,0,North America,Skilled Manual
38,50000,1-2 Miles,1,0,0,North America,Skilled Manual
39,40000,0-1 Miles,1,0,0,North America,Skilled Manual
40,60000,0-1 Miles,1,0,0,North America,Skilled Manual
40,60000,1-2 Miles,1,0,0,North America,Skilled Manual
40,60000,0-1 Miles,1,0,0,North America,Skilled Manual
40,60000,0-1 Miles,1,0,1,North America,Skilled Manual
35,60000,0-1 Miles,1,0,1,North America,Skilled Manual
34,60000,0-1 Miles,1,0,1,North America,Skilled Manual
38,40000,0-1 Miles,1,0,1,North America,Skilled Manual
34,40000,0-1 Miles,1,0,1,North America,Skilled Manual
39,60000,2-5 Miles,1,0,0,North America,Skilled Manual
39,60000,2-5 Miles,1,0,0,North America,Skilled Manual
39,70000,2-5 Miles,1,0,0,North America,Professional
36,50000,2-5 Miles,1,0,1,North America,Skilled Manual
36,50000,2-5 Miles,1,0,1,North America,Skilled Manual
41,60000,0-1 Miles,1,0,0,North America,Professional
42,40000,0-1 Miles,1,1,1,North America,Skilled Manual
37,40000,2-5 Miles,1,1,1,North America,Skilled Manual
42,40000,2-5 Miles,1,0,2,North America,Skilled Manual
42,40000,2-5 Miles,1,0,2,North America,Skilled Manual
31,40000,0-1 Miles,0,0,2,North America,Skilled Manual
37,40000,2-5 Miles,1,0,2,North America,Skilled Manual
42,40000,2-5 Miles,1,0,2,North America,Skilled Manual
36,40000,0-1 Miles,1,0,2,North America,Skilled Manual
42,60000,2-5 Miles,1,0,0,North America,Professional
42,60000,2-5 Miles,1,0,0,North America,Professional
40,60000,0-1 Miles,1,0,0,North America,Professional
40,60000,2-5 Miles,1,0,0,North America,Professional
40,60000,0-1 Miles,1,0,0,North America,Professional
40,70000,0-1 Miles,1,0,0,North America,Professional
34,70000,0-1 Miles,1,0,0,North America,Professional
40,70000,2-5 Miles,1,0,0,North America,Professional
42,60000,2-5 Miles,1,0,0,North America,Professional
43,60000,0-1 Miles,1,0,2,North America,Skilled Manual
39,40000,2-5 Miles,0,1,0,North America,Professional
38,40000,2-5 Miles,1,1,0,North America,Professional
44,40000,0-1 Miles,0,1,0,North America,Professional
44,40000,0-1 Miles,0,1,0,North America,Professional
41,60000,0-1 Miles,1,0,0,North America,Professional
36,70000,0-1 Miles,1,0,0,North America,Professional
35,70000,2-5 Miles,1,0,0,North America,Professional
35,70000,2-5 Miles,1,0,0,North America,Professional
41,70000,2-5 Miles,1,0,0,North America,Professional
44,70000,0-1 Miles,1,1,2,North America,Skilled Manual
39,60000,0-1 Miles,1,0,0,North America,Professional
45,60000,2-5 Miles,1,0,0,North America,Professional
45,60000,2-5 Miles,1,0,0,North America,Professional
39,70000,2-5 Miles,1,0,0,North America,Professional
39,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,0-1 Miles,1,0,0,North America,Professional
36,60000,2-5 Miles,1,0,0,North America,Professional
37,70000,0-1 Miles,1,2,5,North America,Professional
42,70000,0-1 Miles,1,2,5,North America,Professional
42,80000,0-1 Miles,1,0,0,North America,Professional
42,80000,0-1 Miles,1,0,0,North America,Professional
41,40000,2-5 Miles,0,1,0,North America,Professional
35,80000,2-5 Miles,1,1,3,North America,Skilled Manual
35,80000,0-1 Miles,0,1,3,North America,Skilled Manual
46,80000,2-5 Miles,1,2,3,North America,Skilled Manual
46,80000,0-1 Miles,1,2,3,North America,Skilled Manual
40,80000,2-5 Miles,1,2,3,North America,Skilled Manual
46,80000,0-1 Miles,0,2,3,North America,Skilled Manual
40,60000,2-5 Miles,1,1,0,North America,Professional
41,60000,2-5 Miles,1,1,0,North America,Professional
47,40000,0-1 Miles,0,1,0,North America,Professional
47,50000,10+ Miles,1,3,4,North America,Skilled Manual
41,50000,10+ Miles,0,3,4,North America,Skilled Manual
47,50000,10+ Miles,1,3,4,North America,Skilled Manual
87,30000,0-1 Miles,0,2,0,North America,Skilled Manual
47,50000,2-5 Miles,1,2,2,North America,Skilled Manual
47,50000,0-1 Miles,0,2,2,North America,Skilled Manual
42,50000,2-5 Miles,1,2,2,North America,Skilled Manual
47,50000,2-5 Miles,1,2,2,North America,Skilled Manual
36,50000,2-5 Miles,1,2,2,North America,Skilled Manual
48,60000,2-5 Miles,1,2,2,North America,Professional
48,60000,0-1 Miles,0,2,2,North America,Professional
37,60000,2-5 Miles,1,1,0,North America,Professional
43,60000,0-1 Miles,0,0,2,North America,Professional
42,60000,2-5 Miles,1,4,2,North America,Professional
48,60000,0-1 Miles,1,0,2,North America,Professional
43,60000,0-1 Miles,0,0,2,North America,Professional
49,40000,2-5 Miles,1,2,2,North America,Skilled Manual
49,70000,2-5 Miles,1,1,0,North America,Skilled Manual
49,70000,2-5 Miles,1,1,0,North America,Skilled Manual
49,70000,0-1 Miles,1,1,0,North America,Skilled Manual
44,40000,2-5 Miles,1,2,2,North America,Skilled Manual
50,60000,2-5 Miles,1,1,0,North America,Skilled Manual
50,60000,2-5 Miles,1,1,0,North America,Skilled Manual
50,60000,2-5 Miles,1,1,0,North America,Skilled Manual
50,60000,0-1 Miles,0,1,0,North America,Skilled Manual
46,40000,2-5 Miles,1,2,2,North America,Skilled Manual
44,70000,2-5 Miles,1,1,0,North America,Skilled Manual
33,70000,0-1 Miles,0,1,0,North America,Skilled Manual
38,70000,0-1 Miles,0,1,0,North America,Skilled Manual
38,70000,2-5 Miles,0,1,0,North America,Skilled Manual
38,60000,0-1 Miles,0,1,0,North America,Professional
44,60000,0-1 Miles,0,1,0,North America,Professional
39,60000,2-5 Miles,0,1,0,North America,Professional
51,60000,0-1 Miles,0,1,0,North America,Skilled Manual
51,60000,2-5 Miles,1,1,0,North America,Skilled Manual
51,60000,2-5 Miles,1,1,0,North America,Skilled Manual
46,60000,2-5 Miles,1,1,0,North America,Skilled Manual
45,60000,2-5 Miles,1,1,0,North America,Skilled Manual
52,60000,0-1 Miles,1,1,0,North America,Skilled Manual
52,60000,2-5 Miles,1,0,3,North America,Professional
41,60000,0-1 Miles,1,0,3,North America,Professional
52,70000,10+ Miles,1,3,5,North America,Professional
47,80000,0-1 Miles,1,0,0,North America,Professional
46,80000,0-1 Miles,1,0,0,North America,Professional
53,60000,0-1 Miles,1,1,2,North America,Professional
53,60000,2-5 Miles,1,1,0,North America,Professional
47,60000,0-1 Miles,1,1,0,North America,Professional
53,60000,2-5 Miles,1,1,0,North America,Professional
53,70000,0-1 Miles,1,1,4,North America,Professional
47,70000,0-1 Miles,1,2,4,North America,Professional
42,90000,0-1 Miles,1,0,0,Pacific,Management
42,90000,0-1 Miles,1,0,0,Pacific,Management
37,100000,2-5 Miles,1,0,0,Pacific,Management
42,100000,0-1 Miles,1,0,0,Pacific,Management
42,100000,2-5 Miles,1,0,0,Pacific,Management
43,60000,0-1 Miles,0,1,2,Pacific,Professional
41,80000,0-1 Miles,1,1,4,Pacific,Management
41,80000,0-1 Miles,1,1,4,Pacific,Management
36,90000,0-1 Miles,1,0,0,Pacific,Professional
43,60000,0-1 Miles,0,1,2,Pacific,Professional
44,70000,10+ Miles,1,3,5,Pacific,Professional
31,110000,0-1 Miles,1,0,0,Pacific,Management
31,110000,2-5 Miles,1,1,0,Pacific,Management
