BikeBuyer,Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,EnglishOccupation,MaritalStatus,Gender,EnglishEducation,Region
1,44,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Graduate Degree,Europe
1,50,20000,0-1 Miles,1,0,0,1,Clerical,S,M,Graduate Degree,Europe
1,70,10000,0-1 Miles,1,0,0,1,Clerical,M,F,Graduate Degree,Europe
1,75,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Graduate Degree,Europe
0,44,30000,0-1 Miles,1,0,0,5,Clerical,M,M,Graduate Degree,Europe
1,42,10000,0-1 Miles,1,0,0,1,Manual,M,M,Bachelors,Europe
1,54,10000,0-1 Miles,1,0,0,1,Manual,M,F,Partial College,Europe
1,54,10000,0-1 Miles,1,0,0,1,Manual,S,F,Partial College,Europe
1,51,10000,0-1 Miles,1,1,0,2,Manual,S,F,Partial College,Europe
0,45,10000,0-1 Miles,1,1,0,2,Manual,M,M,Partial College,Europe
0,56,10000,0-1 Miles,1,1,0,2,Manual,M,M,Partial College,Europe
0,51,10000,2-5 Miles,1,1,0,2,Manual,M,F,Partial College,Europe
0,74,30000,0-1 Miles,1,0,0,1,Clerical,M,F,Graduate Degree,Europe
1,67,20000,0-1 Miles,1,0,0,1,Clerical,S,F,Bachelors,Europe
0,71,10000,0-1 Miles,1,1,0,2,Manual,M,M,Partial College,Europe
1,70,30000,0-1 Miles,1,0,0,1,Clerical,S,F,Bachelors,Europe
0,69,20000,0-1 Miles,1,0,0,1,Manual,M,F,Partial College,Europe
0,69,40000,0-1 Miles,1,0,0,1,Clerical,M,M,Graduate Degree,Europe
1,31,10000,2-5 Miles,0,1,0,0,Manual,S,M,Partial College,Pacific
1,32,10000,2-5 Miles,0,1,0,0,Manual,S,M,Partial College,Pacific
1,33,10000,0-1 Miles,0,1,0,0,Manual,S,F,Partial College,Pacific
1,33,10000,0-1 Miles,0,1,0,0,Manual,S,M,Partial College,Pacific
1,33,10000,2-5 Miles,1,1,0,0,Manual,S,M,Partial College,Pacific
0,34,10000,0-1 Miles,1,2,0,0,Manual,M,F,High School,Pacific
0,34,10000,0-1 Miles,0,2,0,0,Manual,M,M,High School,Pacific
1,34,10000,0-1 Miles,0,2,0,0,Manual,S,M,High School,Pacific
1,32,10000,2-5 Miles,0,0,1,1,Manual,S,F,High School,Pacific
1,32,10000,1-2 Miles,0,0,1,1,Manual,S,F,High School,Pacific
0,32,20000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Pacific
0,32,20000,0-1 Miles,1,0,0,0,Clerical,M,M,Bachelors,Pacific
1,33,10000,1-2 Miles,0,0,1,1,Manual,S,M,High School,Pacific
0,33,20000,0-1 Miles,0,0,0,0,Clerical,M,F,Bachelors,Pacific
0,33,20000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Pacific
0,33,20000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Pacific
1,33,20000,0-1 Miles,1,0,0,0,Clerical,S,F,Bachelors,Pacific
0,62,30000,0-1 Miles,1,0,0,1,Clerical,M,F,Bachelors,Europe
0,68,30000,0-1 Miles,1,0,0,1,Clerical,S,M,Bachelors,Europe
0,68,30000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
0,68,40000,0-1 Miles,1,0,0,1,Clerical,S,M,Graduate Degree,Europe
0,50,30000,0-1 Miles,1,0,0,4,Clerical,M,M,Graduate Degree,Europe
1,51,10000,2-5 Miles,0,1,1,1,Manual,S,F,High School,Europe
1,41,10000,2-5 Miles,1,1,1,1,Manual,M,M,High School,Europe
1,52,20000,1-2 Miles,1,1,0,2,Manual,S,M,Partial College,Europe
1,46,20000,2-5 Miles,1,1,0,2,Manual,M,F,Partial College,Europe
1,42,20000,2-5 Miles,1,1,0,2,Manual,M,M,Partial College,Europe
0,51,30000,0-1 Miles,1,0,0,3,Clerical,M,F,Graduate Degree,Europe
0,45,30000,0-1 Miles,1,0,0,3,Clerical,M,F,Bachelors,Europe
0,45,30000,0-1 Miles,1,0,0,3,Clerical,S,M,Bachelors,Europe
0,45,30000,0-1 Miles,1,0,0,3,Clerical,M,F,Bachelors,Europe
1,52,40000,0-1 Miles,1,0,0,3,Clerical,S,F,Graduate Degree,Europe
1,52,40000,0-1 Miles,1,0,0,3,Clerical,M,M,Graduate Degree,Europe
0,36,10000,2-5 Miles,0,1,1,1,Manual,S,M,High School,Europe
0,41,10000,2-5 Miles,0,1,1,1,Manual,S,F,High School,Europe
0,41,10000,0-1 Miles,1,0,2,2,Manual,S,F,High School,Europe
0,36,10000,0-1 Miles,1,0,2,2,Manual,S,M,High School,Europe
0,42,10000,0-1 Miles,1,0,2,2,Manual,S,M,High School,Europe
1,42,10000,0-1 Miles,1,0,2,2,Manual,S,M,High School,Europe
1,41,30000,0-1 Miles,1,0,0,0,Clerical,S,F,Bachelors,Europe
0,42,10000,0-1 Miles,0,1,2,2,Manual,M,M,High School,Europe
0,42,20000,0-1 Miles,0,1,0,0,Manual,S,F,Partial College,Europe
1,42,30000,0-1 Miles,1,0,0,0,Clerical,S,M,Bachelors,Europe
0,42,30000,0-1 Miles,1,0,0,1,Clerical,S,F,Bachelors,Europe
1,37,40000,0-1 Miles,1,0,0,0,Clerical,S,M,Graduate Degree,Europe
1,42,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Graduate Degree,Europe
1,42,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Graduate Degree,Europe
1,37,40000,0-1 Miles,1,0,0,0,Clerical,S,F,Graduate Degree,Europe
0,60,10000,0-1 Miles,0,2,0,3,Manual,S,F,Partial College,Europe
0,59,10000,0-1 Miles,0,2,0,3,Manual,S,F,Partial College,Europe
1,59,20000,2-5 Miles,1,1,0,2,Manual,M,F,Partial College,Europe
0,59,20000,0-1 Miles,1,1,0,2,Manual,M,M,Partial College,Europe
0,53,10000,0-1 Miles,0,2,1,2,Manual,M,M,High School,Europe
1,38,10000,0-1 Miles,1,1,2,2,Manual,S,F,High School,Europe
1,43,20000,2-5 Miles,1,0,1,1,Manual,M,M,Partial College,Europe
0,57,80000,2-5 Miles,0,1,2,3,Professional,M,M,Partial College,Europe
1,57,80000,10+ Miles,1,1,2,4,Professional,S,F,Partial College,Europe
1,57,80000,2-5 Miles,0,1,2,4,Professional,M,F,Partial College,Europe
1,57,80000,10+ Miles,1,1,2,4,Professional,S,M,Partial College,Europe
0,67,90000,10+ Miles,0,2,0,5,Professional,S,M,Partial College,Europe
1,66,60000,2-5 Miles,1,4,1,3,Skilled Manual,M,F,Partial High School,Europe
1,66,70000,10+ Miles,1,2,1,5,Professional,M,F,High School,Europe
0,66,90000,10+ Miles,0,2,0,5,Professional,S,M,Partial College,Europe
0,66,150000,0-1 Miles,1,4,4,3,Management,M,M,Graduate Degree,Europe
1,65,100000,10+ Miles,1,4,3,2,Management,M,M,Bachelors,Europe
1,65,110000,5-10 Miles,1,4,4,3,Management,M,F,Bachelors,Europe
1,65,170000,5-10 Miles,1,3,4,4,Management,M,M,Bachelors,Europe
1,57,80000,2-5 Miles,0,1,2,4,Professional,M,F,Partial College,Europe
0,52,80000,10+ Miles,1,2,2,4,Professional,M,F,Partial College,Europe
1,51,90000,10+ Miles,1,2,2,4,Professional,M,F,High School,Europe
0,58,110000,10+ Miles,1,4,4,3,Management,M,M,Bachelors,Europe
1,58,110000,10+ Miles,1,2,5,2,Professional,M,F,Partial College,Europe
1,58,120000,10+ Miles,1,2,5,2,Management,S,F,Bachelors,Europe
1,59,80000,10+ Miles,1,2,1,4,Professional,M,M,Partial College,Europe
0,59,90000,10+ Miles,1,2,1,4,Professional,M,F,High School,Europe
1,42,110000,10+ Miles,1,2,5,4,Professional,M,M,Partial College,Europe
1,60,80000,10+ Miles,1,2,2,4,Professional,M,F,High School,Europe
1,60,80000,2-5 Miles,0,2,2,5,Professional,M,M,High School,Europe
0,55,170000,0-1 Miles,1,4,5,5,Professional,M,M,Partial College,Europe
0,61,100000,10+ Miles,1,4,4,3,Management,S,F,Partial College,Europe
0,61,160000,10+ Miles,0,4,5,3,Management,M,F,Partial College,Europe
0,62,90000,10+ Miles,1,3,1,4,Management,M,M,High School,Europe
0,62,130000,0-1 Miles,1,4,5,4,Management,M,F,High School,Europe
1,63,90000,5-10 Miles,0,3,1,4,Management,M,F,High School,Europe
0,64,80000,5-10 Miles,0,2,0,5,Skilled Manual,M,M,Partial High School,Europe
0,64,90000,5-10 Miles,0,2,0,5,Skilled Manual,M,F,Partial High School,Europe
0,64,90000,10+ Miles,1,2,0,5,Skilled Manual,M,M,Partial High School,Europe
1,35,60000,2-5 Miles,0,4,0,0,Professional,S,F,Bachelors,Pacific
1,35,70000,10+ Miles,1,3,0,0,Professional,M,F,Bachelors,Pacific
1,37,70000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,37,70000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,37,70000,10+ Miles,1,4,0,0,Professional,M,F,Bachelors,Pacific
1,36,80000,10+ Miles,1,3,0,0,Professional,S,M,Bachelors,Pacific
1,36,80000,10+ Miles,1,3,0,0,Professional,M,M,Bachelors,Pacific
1,36,130000,0-1 Miles,1,4,5,4,Management,S,M,High School,Pacific
1,37,70000,10+ Miles,0,4,0,0,Professional,S,M,Bachelors,Pacific
1,38,80000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,32,80000,10+ Miles,0,3,0,0,Professional,S,M,Bachelors,Pacific
1,37,80000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,37,100000,10+ Miles,1,2,5,0,Management,M,M,High School,Pacific
1,37,120000,10+ Miles,1,4,5,5,Professional,M,M,Partial High School,Pacific
1,38,90000,10+ Miles,1,3,0,0,Professional,M,F,Bachelors,Pacific
0,38,100000,10+ Miles,1,2,5,0,Management,M,F,High School,Pacific
1,39,80000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,33,90000,10+ Miles,0,3,0,0,Professional,S,M,Bachelors,Pacific
1,39,90000,10+ Miles,0,3,0,0,Professional,S,M,Bachelors,Pacific
1,39,110000,10+ Miles,1,4,5,0,Management,M,F,High School,Pacific
0,39,110000,10+ Miles,0,4,5,0,Management,M,F,High School,Pacific
1,40,90000,10+ Miles,1,4,0,0,Professional,M,M,Bachelors,Pacific
1,40,90000,10+ Miles,0,4,0,0,Professional,M,M,Bachelors,Pacific
0,40,150000,10+ Miles,1,4,5,0,Management,M,M,Partial High School,Pacific
0,42,170000,0-1 Miles,1,4,5,1,Management,M,M,Graduate Degree,Pacific
1,36,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Bachelors,Europe
0,38,10000,1-2 Miles,0,2,0,0,Manual,S,M,Partial High School,Europe
1,38,20000,0-1 Miles,0,2,0,0,Manual,S,M,Partial High School,Europe
0,38,30000,2-5 Miles,1,1,0,0,Clerical,S,F,Partial College,Europe
1,48,60000,5-10 Miles,1,2,2,3,Professional,S,M,Bachelors,Pacific
0,31,20000,1-2 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
0,31,20000,1-2 Miles,1,2,0,0,Manual,S,M,Partial High School,Europe
0,33,30000,1-2 Miles,0,1,0,0,Manual,S,M,High School,Europe
0,37,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Bachelors,Europe
0,33,30000,1-2 Miles,0,1,0,0,Manual,S,M,High School,Europe
0,33,30000,2-5 Miles,0,1,0,0,Manual,S,M,High School,Europe
1,38,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,M,Bachelors,Europe
1,33,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Bachelors,Europe
1,38,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Bachelors,Europe
1,39,30000,1-2 Miles,0,1,0,0,Manual,S,F,High School,Europe
1,34,40000,0-1 Miles,1,1,1,1,Skilled Manual,M,M,Bachelors,Europe
1,34,40000,0-1 Miles,1,0,2,2,Clerical,S,M,Partial College,Europe
1,39,40000,0-1 Miles,0,0,2,2,Clerical,M,M,Partial College,Europe
0,35,10000,1-2 Miles,1,2,0,0,Manual,S,F,Partial High School,Europe
0,40,10000,1-2 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
1,40,20000,1-2 Miles,1,2,0,0,Manual,S,M,Partial High School,Europe
1,40,20000,1-2 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
0,40,20000,0-1 Miles,0,2,0,0,Manual,S,M,Partial High School,Europe
1,35,20000,0-1 Miles,0,2,0,0,Manual,M,M,Partial High School,Europe
1,34,30000,2-5 Miles,0,1,0,0,Manual,S,M,High School,Europe
1,41,40000,1-2 Miles,1,0,2,2,Clerical,S,F,Partial College,Europe
1,41,40000,1-2 Miles,1,0,2,2,Clerical,S,M,Partial College,Europe
0,40,40000,1-2 Miles,1,1,2,2,Clerical,S,M,Partial College,Europe
1,41,40000,0-1 Miles,1,2,2,2,Clerical,S,M,Partial College,Europe
0,35,40000,1-2 Miles,1,2,2,2,Clerical,S,F,Partial College,Europe
0,37,40000,1-2 Miles,1,2,3,3,Clerical,S,M,Partial College,North America
0,37,40000,1-2 Miles,1,2,3,3,Clerical,S,M,Partial College,North America
0,37,40000,0-1 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,36,40000,1-2 Miles,1,2,3,3,Clerical,S,F,Partial College,North America
0,36,40000,0-1 Miles,1,1,4,4,Clerical,S,M,Partial College,North America
0,81,50000,1-2 Miles,1,0,0,1,Skilled Manual,M,M,Graduate Degree,North America
0,80,40000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Bachelors,North America
0,45,60000,1-2 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,45,60000,0-1 Miles,0,0,0,0,Skilled Manual,S,M,Graduate Degree,North America
0,45,60000,1-2 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,45,60000,1-2 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,52,30000,5-10 Miles,1,1,0,1,Skilled Manual,M,F,Bachelors,North America
0,58,30000,1-2 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
0,53,30000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,40,20000,1-2 Miles,1,2,0,3,Manual,S,F,Partial High School,North America
1,51,20000,1-2 Miles,0,2,0,3,Manual,S,F,Partial High School,North America
0,52,30000,2-5 Miles,1,1,0,1,Clerical,M,M,High School,North America
1,57,30000,2-5 Miles,1,1,0,1,Clerical,M,F,High School,North America
1,40,30000,2-5 Miles,1,1,0,1,Clerical,M,F,High School,North America
0,57,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,56,40000,0-1 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,56,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,56,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,39,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,45,80000,0-1 Miles,1,0,0,5,Skilled Manual,M,M,Graduate Degree,North America
1,55,40000,0-1 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,55,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,55,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,44,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,55,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,48,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,54,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,54,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
1,54,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,54,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,48,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,53,60000,1-2 Miles,1,0,0,4,Skilled Manual,S,M,Graduate Degree,North America
1,53,60000,0-1 Miles,1,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
1,48,60000,1-2 Miles,1,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
1,53,60000,0-1 Miles,1,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
1,52,60000,0-1 Miles,0,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
1,46,60000,1-2 Miles,1,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
1,47,60000,1-2 Miles,1,0,0,4,Skilled Manual,S,M,Graduate Degree,North America
1,52,60000,0-1 Miles,0,0,0,4,Skilled Manual,S,M,Graduate Degree,North America
0,37,20000,0-1 Miles,0,0,1,1,Manual,S,M,Partial College,Europe
0,43,20000,2-5 Miles,1,1,1,1,Manual,M,F,Partial College,Europe
0,38,30000,1-2 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
0,43,30000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
1,43,30000,2-5 Miles,1,0,1,1,Clerical,M,F,Bachelors,Europe
1,38,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Graduate Degree,Europe
1,43,40000,0-1 Miles,1,0,0,0,Clerical,S,M,Graduate Degree,Europe
1,37,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Europe
1,37,40000,0-1 Miles,1,0,0,0,Clerical,S,F,Bachelors,Europe
0,39,10000,0-1 Miles,1,1,3,3,Manual,S,M,High School,Europe
0,44,20000,1-2 Miles,0,1,1,1,Manual,S,M,Partial College,Europe
0,44,20000,2-5 Miles,1,1,1,1,Manual,M,F,Partial College,Europe
0,85,10000,0-1 Miles,1,2,0,4,Manual,S,F,High School,Europe
0,79,40000,0-1 Miles,1,0,0,1,Clerical,M,F,Bachelors,Europe
0,44,20000,2-5 Miles,1,1,1,1,Manual,M,M,Partial College,Europe
0,44,30000,1-2 Miles,0,0,1,1,Clerical,S,F,Bachelors,Europe
0,44,30000,0-1 Miles,0,0,1,1,Clerical,S,M,Bachelors,Europe
0,38,30000,0-1 Miles,0,1,1,1,Clerical,S,M,Bachelors,Europe
0,38,30000,1-2 Miles,0,1,1,1,Clerical,S,F,Bachelors,Europe
1,45,10000,0-1 Miles,1,2,5,5,Manual,S,F,Partial High School,Europe
0,45,20000,2-5 Miles,1,1,1,1,Manual,M,M,High School,Europe
0,45,20000,2-5 Miles,0,1,1,1,Manual,S,M,High School,Europe
1,45,20000,0-1 Miles,0,2,1,1,Manual,S,M,High School,Europe
0,45,20000,0-1 Miles,1,0,2,2,Manual,S,M,High School,Europe
0,44,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Europe
0,38,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Europe
1,45,20000,0-1 Miles,1,0,2,2,Manual,S,F,High School,Europe
0,40,30000,2-5 Miles,1,1,1,1,Clerical,M,M,Bachelors,Europe
1,45,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
1,45,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,M,Bachelors,Europe
1,40,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,M,Bachelors,Europe
0,40,20000,0-1 Miles,1,1,2,2,Manual,S,F,High School,Europe
0,46,20000,0-1 Miles,1,1,2,2,Manual,S,F,High School,Europe
1,46,20000,0-1 Miles,1,2,2,2,Manual,S,M,High School,Europe
1,46,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,M,Bachelors,Europe
1,46,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
1,47,10000,0-1 Miles,1,2,2,3,Manual,S,F,Partial High School,Europe
0,36,20000,0-1 Miles,1,1,3,3,Manual,S,M,High School,Europe
0,78,30000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,Europe
0,45,40000,0-1 Miles,1,0,0,0,Professional,M,F,Bachelors,Europe
1,43,30000,0-1 Miles,1,0,2,2,Clerical,S,F,Partial College,Europe
1,46,30000,0-1 Miles,1,0,2,2,Clerical,S,F,Partial College,Europe
0,46,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
0,41,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
0,46,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
1,41,30000,0-1 Miles,1,2,2,2,Clerical,S,M,Partial College,Europe
1,47,30000,0-1 Miles,0,2,2,2,Clerical,M,F,Partial College,Europe
0,42,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
1,37,30000,0-1 Miles,1,2,2,2,Clerical,S,F,Partial College,Europe
1,48,30000,0-1 Miles,1,0,3,3,Clerical,S,F,Partial College,Europe
1,33,20000,2-5 Miles,0,1,0,0,Manual,S,M,High School,Europe
1,34,20000,2-5 Miles,1,1,0,0,Manual,S,M,High School,Europe
0,32,20000,0-1 Miles,1,2,4,4,Manual,S,M,High School,Europe
0,32,20000,0-1 Miles,1,3,5,5,Manual,S,M,High School,Europe
0,48,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
0,33,30000,0-1 Miles,1,2,3,3,Clerical,S,F,Partial College,Europe
1,33,30000,0-1 Miles,1,3,3,3,Clerical,S,F,Partial College,Europe
1,34,20000,1-2 Miles,0,1,0,0,Manual,S,F,High School,Europe
0,34,30000,2-5 Miles,0,1,0,0,Clerical,S,F,Partial College,Europe
1,34,30000,2-5 Miles,1,1,0,0,Clerical,S,M,Partial College,Europe
0,34,30000,2-5 Miles,0,1,0,0,Clerical,S,M,Partial College,Europe
1,34,30000,0-1 Miles,0,1,0,0,Clerical,S,M,Partial College,Europe
1,34,30000,2-5 Miles,1,1,0,0,Clerical,S,M,Partial College,Europe
1,35,20000,1-2 Miles,0,1,0,0,Manual,S,F,High School,Europe
1,31,10000,0-1 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
1,31,20000,2-5 Miles,1,1,0,0,Manual,S,M,High School,Europe
0,35,20000,5-10 Miles,0,1,0,0,Manual,S,M,High School,Europe
1,35,30000,0-1 Miles,0,1,0,0,Clerical,S,M,Partial College,Europe
1,36,30000,0-1 Miles,0,1,0,0,Clerical,S,M,Partial College,Europe
1,32,20000,2-5 Miles,0,1,0,0,Manual,M,M,Partial High School,Europe
1,31,20000,0-1 Miles,0,2,0,0,Manual,S,M,Partial High School,Europe
1,36,30000,0-1 Miles,0,1,0,0,Clerical,S,F,Partial College,Europe
1,36,30000,2-5 Miles,0,1,0,0,Clerical,S,F,Partial College,Europe
1,36,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,M,Bachelors,Europe
1,36,40000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Bachelors,Europe
1,52,60000,0-1 Miles,0,0,0,4,Skilled Manual,S,M,Graduate Degree,North America
1,52,60000,1-2 Miles,1,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
0,38,50000,1-2 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,38,50000,0-1 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,38,50000,0-1 Miles,0,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,38,50000,0-1 Miles,1,0,0,0,Skilled Manual,M,M,Graduate Degree,North America
1,38,50000,1-2 Miles,1,0,0,1,Skilled Manual,S,F,Graduate Degree,North America
1,33,50000,1-2 Miles,1,0,0,1,Skilled Manual,S,M,Graduate Degree,North America
1,38,50000,1-2 Miles,1,0,0,1,Skilled Manual,M,M,Graduate Degree,North America
1,38,50000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Graduate Degree,North America
0,38,60000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Graduate Degree,North America
1,39,40000,1-2 Miles,1,0,0,1,Skilled Manual,S,F,Graduate Degree,North America
1,40,40000,10+ Miles,1,3,4,4,Skilled Manual,S,M,High School,North America
1,40,60000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Graduate Degree,North America
0,40,60000,0-1 Miles,1,0,1,1,Skilled Manual,M,M,Graduate Degree,North America
0,35,60000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Graduate Degree,North America
0,39,40000,0-1 Miles,1,0,1,1,Skilled Manual,M,M,Bachelors,North America
0,39,60000,2-5 Miles,1,0,0,1,Skilled Manual,M,M,Graduate Degree,North America
0,33,60000,2-5 Miles,1,0,0,1,Skilled Manual,M,M,Graduate Degree,North America
0,39,60000,2-5 Miles,1,0,0,1,Professional,S,F,Graduate Degree,North America
0,33,70000,2-5 Miles,1,0,0,1,Professional,M,F,Graduate Degree,North America
0,39,70000,0-1 Miles,1,0,0,1,Professional,M,M,Graduate Degree,North America
0,39,70000,2-5 Miles,1,0,0,1,Professional,M,F,Graduate Degree,North America
